No.,Time,Source,Destination,Protocol,Length,Info
3054,"2025-01-12 20:57:32,531503",192.168.1.21,142.250.82.208,UDP,1170,55959  >  3478 Len=1128
4978,"2025-01-12 20:57:36,806215",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
6608,"2025-01-12 20:57:40,155719",192.168.1.21,172.217.20.78,UDP,223,50272  >  443 Len=181
2400,"2025-01-12 20:57:29,402602",142.250.82.212,192.168.1.21,UDP,184,3478  >  58101 Len=142
4415,"2025-01-12 20:57:35,718896",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212
47,"2025-01-12 20:57:22,584955",192.168.1.21,142.250.82.208,UDP,1249,55959  >  3478 Len=1207
31,"2025-01-12 20:57:22,551108",192.168.1.21,142.250.82.212,UDP,233,58101  >  3478 Len=191
4195,"2025-01-12 20:57:35,296498",192.168.1.21,142.250.82.208,UDP,1195,55959  >  3478 Len=1153
6724,"2025-01-12 20:57:40,350023",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
5837,"2025-01-12 20:57:38,623928",192.168.1.21,142.250.82.208,UDP,1242,55959  >  3478 Len=1200
1469,"2025-01-12 20:57:25,720114",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13
1666,"2025-01-12 20:57:26,335912",192.168.1.21,142.250.82.208,UDP,868,55959  >  3478 Len=826
1417,"2025-01-12 20:57:25,608731",192.168.1.21,192.168.1.1,TCP,54,50995  >  53 [ACK] Seq=36 Ack=368 Win=65024 Len=0
7213,"2025-01-12 20:57:41,359969",192.168.1.21,142.250.82.208,UDP,1165,55959  >  3478 Len=1123
2359,"2025-01-12 20:57:29,240406",192.168.1.21,142.250.82.208,UDP,701,55959  >  3478 Len=659
5707,"2025-01-12 20:57:38,377709",192.168.1.21,142.250.82.208,UDP,1074,55959  >  3478 Len=1032
6969,"2025-01-12 20:57:40,634862",192.168.1.21,142.250.82.208,UDP,1224,55959  >  3478 Len=1182
3458,"2025-01-12 20:57:33,582744",142.250.82.212,192.168.1.21,UDP,91,3478  >  58101 Len=49
9909,"2025-01-12 20:57:46,856733",192.168.1.21,142.250.82.208,UDP,1181,55959  >  3478 Len=1139
9270,"2025-01-12 20:57:45,660246",192.168.1.21,142.250.82.208,UDP,1147,55959  >  3478 Len=1105
5197,"2025-01-12 20:57:37,323909",192.168.1.21,142.250.82.208,UDP,1168,55959  >  3478 Len=1126
430,"2025-01-12 20:57:23,471106",192.168.1.21,142.250.82.208,UDP,1225,55959  >  3478 Len=1183
6323,"2025-01-12 20:57:39,613071",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
9845,"2025-01-12 20:57:46,719309",192.168.1.21,142.250.82.208,UDP,1198,55959  >  3478 Len=1156
386,"2025-01-12 20:57:23,405159",192.168.1.21,142.250.82.208,UDP,1250,55959  >  3478 Len=1208
1946,"2025-01-12 20:57:27,345208",142.250.82.212,192.168.1.21,UDP,168,3478  >  58101 Len=126
8224,"2025-01-12 20:57:43,506742",192.168.1.21,142.250.82.208,UDP,880,55959  >  3478 Len=838
5649,"2025-01-12 20:57:38,277588",192.168.1.21,142.250.82.208,UDP,1217,55959  >  3478 Len=1175
3095,"2025-01-12 20:57:32,704348",142.250.82.212,192.168.1.21,UDP,174,3478  >  58101 Len=132
474,"2025-01-12 20:57:23,578489",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
6244,"2025-01-12 20:57:39,442566",192.168.1.21,142.250.82.208,UDP,1219,55959  >  3478 Len=1177
7020,"2025-01-12 20:57:40,712341",192.168.1.21,142.250.82.208,UDP,1194,55959  >  3478 Len=1152
7204,"2025-01-12 20:57:41,319538",192.168.1.21,142.250.82.208,UDP,1163,55959  >  3478 Len=1121
7287,"2025-01-12 20:57:41,626108",192.168.1.21,142.250.82.208,UDP,1165,55959  >  3478 Len=1123
9528,"2025-01-12 20:57:46,183677",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
579,"2025-01-12 20:57:23,837804",192.168.1.21,142.250.82.208,RTCP,118,Sender Report   
1056,"2025-01-12 20:57:25,014680",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
2282,"2025-01-12 20:57:28,729215",192.168.1.21,142.250.82.208,UDP,897,55959  >  3478 Len=855
8929,"2025-01-12 20:57:44,703904",192.168.1.21,142.250.82.208,RTCP,118,Sender Report   
8292,"2025-01-12 20:57:43,744351",192.168.1.21,142.250.82.208,UDP,1184,55959  >  3478 Len=1142
8696,"2025-01-12 20:57:44,431405",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
3551,"2025-01-12 20:57:33,793699",192.168.1.21,142.250.82.208,UDP,1185,55959  >  3478 Len=1143
8365,"2025-01-12 20:57:44,022133",142.250.82.212,192.168.1.21,UDP,161,3478  >  58101 Len=119
185,"2025-01-06 10:31:38,777482",138.38.28.14,151.101.242.49,TCP,55,56795  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1
812,"2025-01-12 20:57:24,388716",192.168.1.21,142.250.82.208,UDP,1192,55959  >  3478 Len=1150
6576,"2025-01-12 20:57:40,127750",192.168.1.21,142.250.82.208,UDP,1223,55959  >  3478 Len=1181
8269,"2025-01-12 20:57:43,680183",192.168.1.21,142.250.82.208,UDP,1015,55959  >  3478 Len=973
3781,"2025-01-12 20:57:34,345628",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
7815,"2025-01-12 20:57:42,583770",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
5602,"2025-01-12 20:57:38,187740",192.168.1.21,142.250.82.208,UDP,1228,55959  >  3478 Len=1186
7476,"2025-01-12 20:57:41,974169",192.168.1.21,142.250.82.208,UDP,1227,55959  >  3478 Len=1185
3046,"2025-01-12 20:57:32,531266",192.168.1.21,142.250.82.208,UDP,1169,55959  >  3478 Len=1127
3033,"2025-01-12 20:57:32,482748",142.250.82.212,192.168.1.21,UDP,167,3478  >  58101 Len=125
112,"2025-01-12 20:57:22,830328",192.168.1.21,142.250.82.208,UDP,1197,55959  >  3478 Len=1155
6183,"2025-01-12 20:57:39,342910",192.168.1.21,142.250.82.208,UDP,1229,55959  >  3478 Len=1187
9742,"2025-01-12 20:57:46,530935",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
10515,"2025-01-12 20:57:48,192575",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
6729,"2025-01-12 20:57:40,350262",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
1746,"2025-01-12 20:57:26,785991",192.168.1.21,142.250.82.208,UDP,1233,55959  >  3478 Len=1191
6621,"2025-01-12 20:57:40,180948",192.168.1.21,142.250.82.212,DTLSv1.2,219,Application Data
1453,"2025-01-12 20:57:25,684349",192.168.1.21,142.251.141.46,QUIC,1292,"Protected Payload (KP0), DCID=fdaa38ce6afaf9db"
2150,"2025-01-12 20:57:28,168768",142.250.82.208,192.168.1.21,RTCP,122,Application specific   subtype=13
320,"2025-01-12 20:57:23,273800",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
7647,"2025-01-12 20:57:42,296668",142.250.82.212,192.168.1.21,UDP,237,3478  >  58101 Len=195
3939,"2025-01-12 20:57:34,649582",192.168.1.21,142.250.82.208,UDP,1192,55959  >  3478 Len=1150
2674,"2025-01-12 20:57:31,126819",192.168.1.21,142.250.82.208,UDP,1213,55959  >  3478 Len=1171
1923,"2025-01-12 20:57:27,223040",192.168.1.21,142.250.82.208,UDP,1207,55959  >  3478 Len=1165
9051,"2025-01-12 20:57:45,149431",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
9715,"2025-01-12 20:57:46,484414",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
5199,"2025-01-12 20:57:37,323940",192.168.1.21,142.250.82.208,UDP,1168,55959  >  3478 Len=1126
5136,"2025-01-12 20:57:37,211957",192.168.1.21,142.250.82.208,UDP,1215,55959  >  3478 Len=1173
8077,"2025-01-12 20:57:43,165422",192.168.1.21,142.250.82.208,UDP,1166,55959  >  3478 Len=1124
2130,"2025-01-12 20:57:28,115166",192.168.1.21,142.250.82.208,UDP,1194,55959  >  3478 Len=1152
9109,"2025-01-12 20:57:45,295648",142.250.82.212,192.168.1.21,UDP,148,3478  >  58101 Len=106
6523,"2025-01-12 20:57:40,028672",142.250.82.208,192.168.1.21,RTCP,234,Receiver Report   
7513,"2025-01-12 20:57:42,019403",192.168.1.21,142.250.82.208,UDP,1226,55959  >  3478 Len=1184
4116,"2025-01-12 20:57:35,159915",192.168.1.21,142.250.82.208,UDP,1229,55959  >  3478 Len=1187
8749,"2025-01-12 20:57:44,488175",192.168.1.21,142.250.82.208,UDP,1139,55959  >  3478 Len=1097
7746,"2025-01-12 20:57:42,485381",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
6292,"2025-01-12 20:57:39,533068",192.168.1.21,142.250.82.208,UDP,1211,55959  >  3478 Len=1169
214,"2025-01-06 10:31:42,002216",Apple_11:18:bb,Broadcast,ARP,56,Who has 138.38.0.1? Tell 138.38.10.125
1053,"2025-01-12 20:57:24,979882",192.168.1.21,142.250.82.208,UDP,1200,55959  >  3478 Len=1158
6573,"2025-01-12 20:57:40,103023",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
4992,"2025-01-12 20:57:36,836572",192.168.1.21,142.250.82.208,UDP,1094,55959  >  3478 Len=1052
9450,"2025-01-12 20:57:46,031607",192.168.1.21,142.250.82.208,UDP,1177,55959  >  3478 Len=1135
100,"2025-01-12 20:57:22,760849",192.168.1.21,142.250.82.208,UDP,1206,55959  >  3478 Len=1164
7982,"2025-01-12 20:57:42,929233",192.168.1.21,142.250.82.208,UDP,1224,55959  >  3478 Len=1182
1457,"2025-01-12 20:57:25,689464",192.168.1.21,142.250.82.208,UDP,922,55959  >  3478 Len=880
362,"2025-01-12 20:57:23,373650",192.168.1.21,142.250.82.208,UDP,1196,55959  >  3478 Len=1154
813,"2025-01-12 20:57:24,388727",192.168.1.21,142.250.82.208,UDP,1193,55959  >  3478 Len=1151
1093,"2025-01-12 20:57:25,072195",192.168.1.21,142.250.82.208,UDP,1226,55959  >  3478 Len=1184
10206,"2025-01-12 20:57:47,530393",192.168.1.21,142.250.82.208,UDP,1197,55959  >  3478 Len=1155
4443,"2025-01-12 20:57:35,812308",192.168.1.21,142.250.82.208,UDP,1222,55959  >  3478 Len=1180
62,"2025-01-06 10:31:34,423410",172.217.169.206,138.38.28.14,TLSv1.2,85,Application Data
5145,"2025-01-12 20:57:37,247754",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
7404,"2025-01-12 20:57:41,783838",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
7756,"2025-01-12 20:57:42,485710",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
6068,"2025-01-12 20:57:39,139679",142.250.82.212,192.168.1.21,UDP,258,3478  >  58101 Len=216
1415,"2025-01-12 20:57:25,608687",192.168.1.1,192.168.1.21,DNS,420,Standard query response 0x616f A play.google.com A 142.251.141.46 NS b.root-servers.net NS c.root-servers.net NS f.root-servers.net NS h.root-servers.net NS g.root-servers.net NS l.root-servers.net NS a.root-servers.net NS i.root-servers.net NS d.root-servers.net NS k.root-servers.net NS e.root-servers.net NS m.root-servers.net NS j.root-servers.net A 202.12.27.33 A 192.36.148.17 A 192.112.36.4 AAAA 2001:500:2f::f AAAA 2001:500:9f::42
541,"2025-01-12 20:57:23,776394",192.168.1.21,142.250.82.208,UDP,1182,55959  >  3478 Len=1140
6999,"2025-01-12 20:57:40,673278",192.168.1.21,142.250.82.208,UDP,1181,55959  >  3478 Len=1139
4787,"2025-01-12 20:57:36,526291",104.16.102.112,192.168.1.21,TCP,54,443  >  65294 [ACK] Seq=424 Ack=3173 Win=50 Len=0
1147,"2025-01-12 20:57:25,145194",192.168.1.21,142.250.82.208,UDP,1250,55959  >  3478 Len=1208
6640,"2025-01-12 20:57:40,263799",192.168.1.21,142.250.82.208,UDP,1237,55959  >  3478 Len=1195
755,"2025-01-12 20:57:24,197294",192.168.1.21,142.250.82.208,UDP,1212,55959  >  3478 Len=1170
4327,"2025-01-12 20:57:35,570777",192.168.1.21,142.250.82.208,UDP,1228,55959  >  3478 Len=1186
3828,"2025-01-12 20:57:34,478378",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212
6476,"2025-01-12 20:57:39,921690",192.168.1.21,142.250.82.208,UDP,1129,55959  >  3478 Len=1087
4405,"2025-01-12 20:57:35,718600",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
5442,"2025-01-12 20:57:37,850393",192.168.1.21,142.250.82.208,UDP,1236,55959  >  3478 Len=1194
4739,"2025-01-12 20:57:36,462229",192.168.1.21,142.250.82.208,UDP,1255,55959  >  3478 Len=1213
10402,"2025-01-12 20:57:47,953042",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176
2958,"2025-01-12 20:57:32,172949",142.250.82.208,192.168.1.21,RTCP,126,Application specific   subtype=13
10140,"2025-01-12 20:57:47,390542",142.250.82.208,192.168.1.21,RTCP,142,Application specific   subtype=13
9399,"2025-01-12 20:57:45,904115",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
4794,"2025-01-12 20:57:36,528054",192.168.1.21,142.250.82.208,UDP,1114,55959  >  3478 Len=1072
9203,"2025-01-12 20:57:45,510882",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
4065,"2025-01-12 20:57:35,044483",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
2609,"2025-01-12 20:57:30,713534",192.168.1.21,142.250.82.208,UDP,1215,55959  >  3478 Len=1173
5584,"2025-01-12 20:57:38,139912",192.168.1.21,142.250.82.208,UDP,1226,55959  >  3478 Len=1184
3892,"2025-01-12 20:57:34,583887",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
213,"2025-01-06 10:31:41,902125",Apple_11:18:bb,Broadcast,ARP,56,Who has 138.38.0.1? Tell 138.38.10.125
217,"2025-01-06 10:31:42,617208",192.0.78.13,138.38.28.14,TCP,66,443  >  57064 [ACK] Seq=1 Ack=2 Win=83 Len=0 SLE=1 SRE=2
6495,"2025-01-12 20:57:39,935835",142.250.82.208,192.168.1.21,RTCP,118,Application specific   subtype=13
4112,"2025-01-12 20:57:35,132507",192.168.1.21,142.250.82.208,UDP,1234,55959  >  3478 Len=1192
5287,"2025-01-12 20:57:37,529750",192.168.1.21,142.250.82.208,UDP,1244,55959  >  3478 Len=1202
10332,"2025-01-12 20:57:47,842356",142.250.82.212,192.168.1.21,UDP,152,3478  >  58101 Len=110
602,"2025-01-12 20:57:23,912650",192.168.1.21,142.250.82.212,UDP,158,58101  >  3478 Len=116
3470,"2025-01-12 20:57:33,591909",192.168.1.21,142.250.82.208,UDP,1229,55959  >  3478 Len=1187
9752,"2025-01-12 20:57:46,531385",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
4395,"2025-01-12 20:57:35,711734",192.168.1.21,142.250.82.208,UDP,1207,55959  >  3478 Len=1165
3448,"2025-01-12 20:57:33,556363",192.168.1.21,142.250.82.208,UDP,1148,55959  >  3478 Len=1106
4755,"2025-01-12 20:57:36,462573",192.168.1.21,142.250.82.208,UDP,1256,55959  >  3478 Len=1214
10021,"2025-01-12 20:57:47,164994",192.168.1.21,142.250.82.208,UDP,1097,55959  >  3478 Len=1055
7121,"2025-01-12 20:57:40,983771",142.250.82.208,192.168.1.21,RTCP,114,Application specific   subtype=13
1045,"2025-01-12 20:57:24,965296",142.250.82.208,192.168.1.21,RTCP,134,Application specific   subtype=13
8495,"2025-01-12 20:57:44,205840",192.168.1.21,142.250.82.208,UDP,1249,55959  >  3478 Len=1207
1558,"2025-01-12 20:57:25,837659",192.168.1.21,142.250.82.212,UDP,86,58101  >  3478 Len=44
4697,"2025-01-12 20:57:36,398318",142.250.82.212,192.168.1.21,UDP,258,3478  >  58101 Len=216
1488,"2025-01-12 20:57:25,726269",192.168.1.21,142.250.82.208,UDP,1239,55959  >  3478 Len=1197
4793,"2025-01-12 20:57:36,528036",192.168.1.21,142.250.82.208,UDP,1114,55959  >  3478 Len=1072
181,"2025-01-12 20:57:23,007935",192.168.1.21,142.250.82.208,UDP,1207,55959  >  3478 Len=1165
10046,"2025-01-12 20:57:47,235367",192.168.1.21,142.250.82.208,UDP,1250,55959  >  3478 Len=1208
6046,"2025-01-12 20:57:39,072245",192.168.1.21,142.250.82.208,UDP,1030,55959  >  3478 Len=988
2116,"2025-01-12 20:57:28,054852",192.168.1.21,142.251.141.46,UDP,82,51681  >  443 Len=40
1700,"2025-01-12 20:57:26,619034",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13
1380,"2025-01-12 20:57:25,585150",192.168.1.21,192.168.1.1,TCP,66,50995  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
3459,"2025-01-12 20:57:33,591573",192.168.1.21,142.250.82.208,UDP,1229,55959  >  3478 Len=1187
2405,"2025-01-12 20:57:29,430696",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
1396,"2025-01-12 20:57:25,587479",192.168.1.21,192.168.1.1,TCP,56,"50996  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1397]"
7255,"2025-01-12 20:57:41,551107",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
619,"2025-01-12 20:57:23,917716",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176
3772,"2025-01-12 20:57:34,327826",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
142,"2025-01-06 10:31:37,476979",138.38.28.14,108.177.96.84,TCP,1466,57073  >  443 [ACK] Seq=7017 Ack=1469 Win=65280 Len=1412 [TCP PDU reassembled in 143]
1601,"2025-01-12 20:57:26,001889",192.168.1.21,142.250.82.208,UDP,1131,55959  >  3478 Len=1089
9228,"2025-01-12 20:57:45,547081",192.168.1.21,142.250.82.208,UDP,1165,55959  >  3478 Len=1123
7163,"2025-01-12 20:57:41,112610",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
1616,"2025-01-12 20:57:26,058734",172.217.20.78,192.168.1.21,UDP,184,443  >  50272 Len=142
7111,"2025-01-12 20:57:40,950781",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
439,"2025-01-12 20:57:23,480750",192.168.1.21,142.250.82.208,UDP,1216,55959  >  3478 Len=1174
7051,"2025-01-12 20:57:40,738838",192.168.1.21,142.250.82.208,UDP,1164,55959  >  3478 Len=1122
2084,"2025-01-12 20:57:27,937239",192.168.1.21,142.250.82.208,UDP,1168,55959  >  3478 Len=1126
4234,"2025-01-12 20:57:35,341363",192.168.1.21,142.250.82.208,UDP,778,55959  >  3478 Len=736
4272,"2025-01-12 20:57:35,435188",192.168.1.21,142.250.82.208,UDP,1202,55959  >  3478 Len=1160
9894,"2025-01-12 20:57:46,821111",192.168.1.21,142.250.82.208,UDP,1234,55959  >  3478 Len=1192
10396,"2025-01-12 20:57:47,952648",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176
6106,"2025-01-12 20:57:39,170387",192.168.1.21,142.250.82.208,UDP,1208,55959  >  3478 Len=1166
8896,"2025-01-12 20:57:44,650614",192.168.1.21,142.250.82.208,UDP,1134,55959  >  3478 Len=1092
10213,"2025-01-12 20:57:47,531894",192.168.1.21,142.250.82.208,UDP,1197,55959  >  3478 Len=1155
8626,"2025-01-12 20:57:44,368849",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
2546,"2025-01-12 20:57:30,197707",172.217.20.78,192.168.1.21,UDP,75,443  >  50272 Len=33
7221,"2025-01-12 20:57:41,385166",192.168.1.21,142.250.82.208,UDP,1072,55959  >  3478 Len=1030
10027,"2025-01-12 20:57:47,201338",192.168.1.21,142.250.82.208,UDP,1167,55959  >  3478 Len=1125
10376,"2025-01-12 20:57:47,919109",192.168.1.21,142.250.82.208,UDP,1167,55959  >  3478 Len=1125
1919,"2025-01-12 20:57:27,196297",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
9108,"2025-01-12 20:57:45,291358",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
10406,"2025-01-12 20:57:47,953097",192.168.1.21,142.250.82.208,UDP,1219,55959  >  3478 Len=1177
6866,"2025-01-12 20:57:40,511785",192.168.1.21,142.250.82.208,UDP,1244,55959  >  3478 Len=1202
10467,"2025-01-12 20:57:48,050375",142.250.82.208,192.168.1.21,STUN,106,Binding Success Response XOR-MAPPED-ADDRESS: 46.2.109.6:47282
5530,"2025-01-12 20:57:38,074044",192.168.1.21,142.250.82.208,UDP,1132,55959  >  3478 Len=1090
7607,"2025-01-12 20:57:42,139688",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
2055,"2025-01-12 20:57:27,844206",192.168.1.21,142.250.82.208,UDP,1090,55959  >  3478 Len=1048
3352,"2025-01-12 20:57:33,366449",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
10068,"2025-01-12 20:57:47,264124",192.168.1.21,142.250.82.208,UDP,1171,55959  >  3478 Len=1129
2363,"2025-01-12 20:57:29,262809",142.250.82.212,192.168.1.21,UDP,157,3478  >  58101 Len=115
3015,"2025-01-12 20:57:32,390891",192.168.1.21,142.250.82.212,UDP,236,58101  >  3478 Len=194
2226,"2025-01-12 20:57:28,482850",142.250.82.212,192.168.1.21,UDP,174,3478  >  58101 Len=132
5857,"2025-01-12 20:57:38,680709",142.250.82.208,192.168.1.21,RTCP,126,Application specific   subtype=13
8806,"2025-01-12 20:57:44,529902",192.168.1.21,142.250.82.208,UDP,1214,55959  >  3478 Len=1172
1127,"2025-01-12 20:57:25,117103",142.250.82.208,192.168.1.21,RTCP,130,Application specific   ( 9pzA ) subtype=13
4506,"2025-01-12 20:57:35,926054",192.168.1.21,142.250.82.208,UDP,1249,55959  >  3478 Len=1207
98,"2025-01-06 10:31:36,738911",138.38.28.14,104.19.133.76,TCP,55,56713  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1
4834,"2025-01-12 20:57:36,631310",192.168.1.21,142.250.82.208,UDP,1224,55959  >  3478 Len=1182
3915,"2025-01-12 20:57:34,615065",192.168.1.21,142.250.82.208,UDP,1200,55959  >  3478 Len=1158
2445,"2025-01-12 20:57:29,613527",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
3462,"2025-01-12 20:57:33,591795",192.168.1.21,142.250.82.208,UDP,1229,55959  >  3478 Len=1187
1323,"2025-01-12 20:57:25,451024",192.168.1.21,142.250.82.212,UDP,240,58101  >  3478 Len=198
1604,"2025-01-12 20:57:26,016821",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13
8638,"2025-01-12 20:57:44,369201",192.168.1.21,142.250.82.208,UDP,1235,55959  >  3478 Len=1193
8541,"2025-01-12 20:57:44,242343",192.168.1.21,142.250.82.208,UDP,1238,55959  >  3478 Len=1196
9420,"2025-01-12 20:57:45,941755",192.168.1.21,142.250.82.208,UDP,1178,55959  >  3478 Len=1136
6160,"2025-01-12 20:57:39,270845",192.168.1.21,142.250.82.208,UDP,1160,55959  >  3478 Len=1118
7950,"2025-01-12 20:57:42,884201",142.250.82.212,192.168.1.21,UDP,187,3478  >  58101 Len=145
282,"2025-01-06 10:31:54,409436",138.38.28.14,40.101.70.194,TLSv1.2,89,Application Data
5304,"2025-01-12 20:57:37,572639",192.168.1.21,142.250.82.208,UDP,1245,55959  >  3478 Len=1203
9964,"2025-01-12 20:57:46,963465",192.168.1.21,142.250.82.208,UDP,1167,55959  >  3478 Len=1125
2291,"2025-01-12 20:57:28,806930",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
10212,"2025-01-12 20:57:47,531545",192.168.1.21,142.250.82.208,UDP,1197,55959  >  3478 Len=1155
3471,"2025-01-12 20:57:33,591920",192.168.1.21,142.250.82.208,UDP,1229,55959  >  3478 Len=1187
1508,"2025-01-12 20:57:25,745110",192.168.1.21,142.251.141.46,QUIC,77,"Protected Payload (KP0), DCID=fdaa38ce6afaf9db"
8421,"2025-01-12 20:57:44,123277",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
1560,"2025-01-12 20:57:25,854915",192.168.1.21,142.250.82.208,UDP,1036,55959  >  3478 Len=994
10609,"2025-01-12 20:57:48,504603",192.168.1.21,142.250.82.208,UDP,1221,55959  >  3478 Len=1179
3291,"2025-01-12 20:57:33,279731",192.168.1.21,142.250.82.208,UDP,1241,55959  >  3478 Len=1199
9839,"2025-01-12 20:57:46,719178",192.168.1.21,142.250.82.208,UDP,1198,55959  >  3478 Len=1156
8930,"2025-01-12 20:57:44,703985",192.168.1.21,142.250.82.208,UDP,1190,55959  >  3478 Len=1148
7832,"2025-01-12 20:57:42,603040",142.250.82.212,192.168.1.21,UDP,164,3478  >  58101 Len=122
1837,"2025-01-12 20:57:26,921020",192.168.1.21,142.250.82.208,UDP,1210,55959  >  3478 Len=1168
8419,"2025-01-12 20:57:44,123251",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
3689,"2025-01-12 20:57:34,206100",142.250.82.212,192.168.1.21,UDP,183,3478  >  58101 Len=141
982,"2025-01-12 20:57:24,835740",192.168.1.21,142.250.82.208,UDP,1069,55959  >  3478 Len=1027
9162,"2025-01-12 20:57:45,424158",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
1355,"2025-01-12 20:57:25,528555",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
2871,"2025-01-12 20:57:31,946287",142.250.82.212,192.168.1.21,UDP,169,3478  >  58101 Len=127
46,"2025-01-12 20:57:22,584916",192.168.1.21,142.250.82.208,UDP,1249,55959  >  3478 Len=1207
2543,"2025-01-12 20:57:30,181607",142.250.82.212,192.168.1.21,UDP,91,3478  >  58101 Len=49
4053,"2025-01-12 20:57:34,993957",192.168.1.21,142.250.82.208,UDP,1234,55959  >  3478 Len=1192
749,"2025-01-12 20:57:24,197140",192.168.1.21,142.250.82.208,UDP,1212,55959  >  3478 Len=1170
5823,"2025-01-12 20:57:38,616680",142.250.82.212,192.168.1.21,UDP,237,3478  >  58101 Len=195
3527,"2025-01-12 20:57:33,728044",142.250.82.208,192.168.1.21,RTCP,118,Application specific   subtype=13
8870,"2025-01-12 20:57:44,607441",192.168.1.21,142.250.82.208,UDP,1231,55959  >  3478 Len=1189
5518,"2025-01-12 20:57:38,040208",192.168.1.21,142.250.82.208,RTCP,142,Sender Report   
5327,"2025-01-12 20:57:37,595222",192.168.1.21,142.250.82.208,UDP,1231,55959  >  3478 Len=1189
9627,"2025-01-12 20:57:46,393054",192.168.1.21,142.250.82.208,UDP,1235,55959  >  3478 Len=1193
7937,"2025-01-12 20:57:42,857328",192.168.1.21,142.250.82.208,UDP,1236,55959  >  3478 Len=1194
536,"2025-01-12 20:57:23,775460",192.168.1.21,142.250.82.212,RTCP,90,Receiver Report   
6809,"2025-01-12 20:57:40,467970",192.168.1.21,142.250.82.208,UDP,1243,55959  >  3478 Len=1201
7590,"2025-01-12 20:57:42,105741",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
10133,"2025-01-12 20:57:47,370098",192.168.1.21,142.250.82.208,UDP,1229,55959  >  3478 Len=1187
6687,"2025-01-12 20:57:40,307621",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
